production_id,time_id,site_id,material_id,employee_id,shift_id,produced_volume,unit_cost,date,day,month,year,day_name,site_name,region,latitude,longitude,material_name,material_type,unit_of_measure,quantity,employee_name,position,department,status,hire_date,shift_name,start_time,end_time
718,20250401,5,4,4,1,180,265,2025-04-01,1,4,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
719,20250401,4,5,7,1,412,258,2025-04-01,1,4,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
720,20250402,5,3,10,3,98,113,2025-04-02,2,4,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
721,20250402,1,1,3,2,104,472,2025-04-02,2,4,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
722,20250403,4,4,3,1,203,324,2025-04-03,3,4,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
723,20250404,3,5,5,3,404,172,2025-04-04,4,4,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
724,20250404,1,1,5,2,249,348,2025-04-04,4,4,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
725,20250405,1,1,10,2,357,190,2025-04-05,5,4,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
726,20250406,3,1,3,3,405,315,2025-04-06,6,4,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Night,22:00:00,06:00:00
727,20250406,1,1,9,3,422,189,2025-04-06,6,4,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
728,20250407,4,3,4,1,167,128,2025-04-07,7,4,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
729,20250408,5,3,3,2,312,404,2025-04-08,8,4,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
730,20250408,1,3,2,2,95,319,2025-04-08,8,4,2025,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
731,20250409,4,5,10,2,351,427,2025-04-09,9,4,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
732,20250409,2,5,9,3,405,314,2025-04-09,9,4,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,James Johnson,Technician,Mining,Inactive,2023-01-12,Night,22:00:00,06:00:00
733,20250410,4,5,4,1,449,320,2025-04-10,10,4,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
734,20250411,5,2,3,2,457,488,2025-04-11,11,4,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
735,20250411,4,5,7,3,238,141,2025-04-11,11,4,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
736,20250412,3,3,8,2,359,234,2025-04-12,12,4,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
737,20250413,5,3,2,1,367,141,2025-04-13,13,4,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
738,20250413,2,2,7,2,178,263,2025-04-13,13,4,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
739,20250414,3,2,5,1,98,460,2025-04-14,14,4,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
740,20250415,4,5,5,1,74,382,2025-04-15,15,4,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
741,20250415,5,4,3,2,315,157,2025-04-15,15,4,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
742,20250416,2,2,5,2,167,401,2025-04-16,16,4,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
743,20250416,3,1,2,1,193,421,2025-04-16,16,4,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
744,20250417,2,3,4,3,491,124,2025-04-17,17,4,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
745,20250418,4,1,6,1,249,172,2025-04-18,18,4,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
746,20250418,2,3,1,2,206,472,2025-04-18,18,4,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
747,20250419,1,3,10,2,397,228,2025-04-19,19,4,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
748,20250420,3,2,4,3,183,186,2025-04-20,20,4,2025,Sunday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
749,20250420,2,2,6,1,449,429,2025-04-20,20,4,2025,Sunday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
750,20250421,4,1,9,1,197,252,2025-04-21,21,4,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
751,20250422,4,3,2,1,385,281,2025-04-22,22,4,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Morning,06:00:00,14:00:00
752,20250422,2,1,7,2,120,224,2025-04-22,22,4,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
753,20250423,4,4,6,1,282,166,2025-04-23,23,4,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
754,20250423,5,1,2,3,383,105,2025-04-23,23,4,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
755,20250424,5,5,8,2,348,224,2025-04-24,24,4,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
756,20250425,5,1,7,2,203,413,2025-04-25,25,4,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
757,20250425,1,5,5,1,139,425,2025-04-25,25,4,2025,Friday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
758,20250426,2,5,5,3,383,152,2025-04-26,26,4,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
759,20250427,1,5,7,2,248,165,2025-04-27,27,4,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
760,20250427,4,4,9,2,210,413,2025-04-27,27,4,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
761,20250428,1,1,9,1,75,181,2025-04-28,28,4,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
762,20250428,4,1,9,1,170,186,2025-04-28,28,4,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,James Johnson,Technician,Mining,Inactive,2023-01-12,Morning,06:00:00,14:00:00
763,20250429,4,4,6,3,350,101,2025-04-29,29,4,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
764,20250430,3,3,10,1,261,303,2025-04-30,30,4,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
765,20250430,5,2,6,3,112,249,2025-04-30,30,4,2025,Wednesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
766,20250501,4,1,3,2,485,392,2025-05-01,1,5,2025,Thursday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
767,20250502,3,2,1,3,117,202,2025-05-02,2,5,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
768,20250502,5,4,7,3,302,123,2025-05-02,2,5,2025,Friday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Night,22:00:00,06:00:00
769,20250503,4,3,4,3,459,467,2025-05-03,3,5,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
770,20250504,4,3,1,2,51,311,2025-05-04,4,5,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
771,20250504,1,3,8,1,447,164,2025-05-04,4,5,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
772,20250505,1,4,6,2,157,308,2025-05-05,5,5,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
773,20250505,5,5,6,1,335,350,2025-05-05,5,5,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
774,20250506,4,5,2,3,98,484,2025-05-06,6,5,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
775,20250507,2,2,1,3,189,216,2025-05-07,7,5,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Night,22:00:00,06:00:00
776,20250507,1,5,2,3,267,215,2025-05-07,7,5,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Nickel,Metal,Ton,2515,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
777,20250508,5,5,4,3,93,336,2025-05-08,8,5,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
778,20250509,4,3,2,3,466,204,2025-05-09,9,5,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Night,22:00:00,06:00:00
779,20250509,4,3,1,1,318,358,2025-05-09,9,5,2025,Friday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Morning,06:00:00,14:00:00
780,20250510,2,2,7,1,127,145,2025-05-10,10,5,2025,Saturday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
781,20250511,5,1,8,3,265,410,2025-05-11,11,5,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
782,20250511,4,2,6,2,431,430,2025-05-11,11,5,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
783,20250512,1,2,4,2,147,315,2025-05-12,12,5,2025,Monday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
784,20250512,2,4,6,3,285,400,2025-05-12,12,5,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Night,22:00:00,06:00:00
785,20250513,5,4,3,1,331,432,2025-05-13,13,5,2025,Tuesday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
786,20250514,2,2,8,2,198,123,2025-05-14,14,5,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
787,20250514,1,2,10,2,461,134,2025-05-14,14,5,2025,Wednesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Robert Blair,Technician,Processing,Active,2023-01-01,Afternoon,14:00:00,22:00:00
788,20250515,5,2,2,2,353,123,2025-05-15,15,5,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Iron,Metal,Ton,4380,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
789,20250516,2,5,5,3,473,127,2025-05-16,16,5,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Night,22:00:00,06:00:00
790,20250516,3,4,1,2,115,115,2025-05-16,16,5,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
791,20250517,1,2,6,2,283,158,2025-05-17,17,5,2025,Saturday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Iron,Metal,Ton,4380,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Afternoon,14:00:00,22:00:00
792,20250518,1,3,2,2,136,342,2025-05-18,18,5,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Kevin Ramos,Technician,Logistics,Active,2023-01-02,Afternoon,14:00:00,22:00:00
793,20250518,1,3,4,2,128,306,2025-05-18,18,5,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
794,20250519,3,5,6,1,254,499,2025-05-19,19,5,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
795,20250519,3,5,10,3,328,370,2025-05-19,19,5,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
796,20250520,4,1,8,3,386,348,2025-05-20,20,5,2025,Tuesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
797,20250521,2,1,8,1,303,366,2025-05-21,21,5,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,David Jackson,Operator,Processing,Active,2023-01-17,Morning,06:00:00,14:00:00
798,20250521,4,1,6,1,353,292,2025-05-21,21,5,2025,Wednesday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Randall Howard,Operator,Logistics,Inactive,2023-01-16,Morning,06:00:00,14:00:00
799,20250522,2,5,4,3,429,434,2025-05-22,22,5,2025,Thursday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Nickel,Metal,Ton,2515,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Night,22:00:00,06:00:00
800,20250523,3,5,8,2,179,317,2025-05-23,23,5,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
801,20250523,3,5,8,2,133,214,2025-05-23,23,5,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,David Jackson,Operator,Processing,Active,2023-01-17,Afternoon,14:00:00,22:00:00
802,20250524,4,3,10,3,325,167,2025-05-24,24,5,2025,Saturday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Robert Blair,Technician,Processing,Active,2023-01-01,Night,22:00:00,06:00:00
803,20250525,5,5,1,2,236,398,2025-05-25,25,5,2025,Sunday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Nickel,Metal,Ton,2515,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
804,20250525,4,3,4,1,95,424,2025-05-25,25,5,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Gold,Metal,Ton,1769,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
805,20250526,2,1,4,2,436,496,2025-05-26,26,5,2025,Monday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Coal,Ore,Ton,2685,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Afternoon,14:00:00,22:00:00
806,20250526,4,1,7,2,232,493,2025-05-26,26,5,2025,Monday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
807,20250527,1,1,7,2,317,174,2025-05-27,27,5,2025,Tuesday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Coal,Ore,Ton,2685,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
808,20250528,2,2,8,3,345,202,2025-05-28,28,5,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
809,20250528,2,2,5,1,371,396,2025-05-28,28,5,2025,Wednesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Iron,Metal,Ton,4380,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Morning,06:00:00,14:00:00
810,20250529,5,4,7,2,149,277,2025-05-29,29,5,2025,Thursday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Afternoon,14:00:00,22:00:00
811,20250530,3,4,8,3,127,314,2025-05-30,30,5,2025,Friday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Copper,Metal,Ton,3391,David Jackson,Operator,Processing,Active,2023-01-17,Night,22:00:00,06:00:00
812,20250530,2,4,9,2,321,414,2025-05-30,30,5,2025,Friday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,James Johnson,Technician,Mining,Inactive,2023-01-12,Afternoon,14:00:00,22:00:00
813,20250531,3,2,3,1,388,138,2025-05-31,31,5,2025,Saturday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Morning,06:00:00,14:00:00
814,20250601,4,2,3,2,211,358,2025-06-01,1,6,2025,Sunday,Quarry A,Kalimantan,1.973169683940732,120.05575058716045,Iron,Metal,Ton,4380,Karen Mack,Supervisor,Mining,Active,2023-01-20,Afternoon,14:00:00,22:00:00
815,20250601,1,4,4,1,93,303,2025-06-01,1,6,2025,Sunday,Quarry A,Papua,-2.50919762305275,97.79972601681013,Copper,Metal,Ton,3391,Gregory Mitchell,Operator,Logistics,Inactive,2023-01-03,Morning,06:00:00,14:00:00
816,20250602,5,4,5,2,287,106,2025-06-02,2,6,2025,Monday,Area Tambang C,Sumatera,-6.87962719115127,125.40362888980228,Copper,Metal,Ton,3391,Bradley Graham,Operator,Logistics,Inactive,2023-01-04,Afternoon,14:00:00,22:00:00
817,20250602,3,5,10,1,183,148,2025-06-02,2,6,2025,Monday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Robert Blair,Technician,Processing,Active,2023-01-01,Morning,06:00:00,14:00:00
818,20250603,2,4,1,2,241,125,2025-06-03,3,6,2025,Tuesday,Site Batu B,Papua,9.014286128198322,92.90418060840996,Copper,Metal,Ton,3391,Gavin Ross,Operator,Mining,Inactive,2023-01-02,Afternoon,14:00:00,22:00:00
819,20250604,3,5,7,1,405,260,2025-06-04,4,6,2025,Wednesday,Site Batu B,Papua,4.639878836228101,133.30880728874675,Nickel,Metal,Ton,2515,Zachary Nielsen,Operator,Logistics,Active,2023-01-11,Morning,06:00:00,14:00:00
